servo_pwr: 0
2139056000, 2139057707
2139056000, 2139057707
2139056000, 2139057707
2139055998, 2139057706
2139055996, 2139057705
2139055994, 2139057704
2139055991, 2139057702
2139055988, 2139057700
2139055986, 2139057698
2139055983, 2139057696
2139055980, 2139057694
2139055978, 2139057692
2139055975, 2139057689
2139055972, 2139057687
2139055969, 2139057685
2139055966, 2139057682
2139055964, 2139057680
2139055961, 2139057678
2139055958, 2139057676
2139055956, 2139057673
2139055953, 2139057671
2139055950, 2139057669
2139055947, 2139057666
2139055945, 2139057664
2139055942, 2139057662
2139055939, 2139057660
2139055936, 2139057657
2139055934, 2139057655
2139055931, 2139057653
2139055928, 2139057650
2139055925, 2139057648
2139055923, 2139057646
2139055920, 2139057643
2139055917, 2139057641
2139055914, 2139057639
2139055912, 2139057636
2139055909, 2139057634
2139055906, 2139057632
2139055904, 2139057629
2139055901, 2139057627
2139055898, 2139057625
2139055895, 2139057622
2139055893, 2139057620
2139055890, 2139057618
2139055887, 2139057616
2139055884, 2139057614
2139055882, 2139057611
2139055879, 2139057609
2139055876, 2139057607
2139055873, 2139057604
2139055871, 2139057602
2139055868, 2139057600
2139055865, 2139057598
2139055862, 2139057595
2139055860, 2139057593
2139055857, 2139057591
2139055854, 2139057588
2139055852, 2139057586
2139055849, 2139057584
2139055846, 2139057582
2139055843, 2139057580
2139055841, 2139057577
2139055838, 2139057575
2139055835, 2139057573
2139055832, 2139057570
2139055830, 2139057568
2139055827, 2139057566
2139055824, 2139057563
2139055821, 2139057561
2139055818, 2139057559
2139055816, 2139057556
2139055813, 2139057554
2139055810, 2139057552
2139055808, 2139057549
2139055805, 2139057547
2139055802, 2139057545
2139055800, 2139057542
2139055797, 2139057540
2139055794, 2139057538
2139055791, 2139057536
2139055788, 2139057533
2139055786, 2139057531
2139055783, 2139057529
2139055780, 2139057526
2139055777, 2139057524
2139055775, 2139057522
2139055772, 2139057520
2139055769, 2139057517
2139055766, 2139057515
2139055764, 2139057513
2139055761, 2139057510
2139055758, 2139057508
2139055755, 2139057506
2139055753, 2139057504
2139055750, 2139057501
2139055747, 2139057499
2139055744, 2139057496
2139055742, 2139057494
2139055739, 2139057492
2139055736, 2139057489
2139055733, 2139057487
2139055731, 2139057485
2139055728, 2139057482
2139055725, 2139057480
2139055722, 2139057478
2139055720, 2139057476
2139055717, 2139057473
2139055714, 2139057471
2139055711, 2139057469
2139055709, 2139057466
2139055706, 2139057464
2139055703, 2139057462
2139055700, 2139057460
2139055698, 2139057457
2139055695, 2139057455
2139055692, 2139057453
2139055689, 2139057451
2139055687, 2139057448
2139055684, 2139057446
2139055681, 2139057444
2139055678, 2139057441
2139055676, 2139057439
2139055673, 2139057437
2139055670, 2139057435
2139055667, 2139057432
2139055665, 2139057430
2139055662, 2139057428
2139055659, 2139057425
2139055656, 2139057423
2139055654, 2139057421
2139055651, 2139057419
2139055648, 2139057416
2139055645, 2139057414
2139055643, 2139057412
2139055640, 2139057409
2139055637, 2139057407
2139055634, 2139057405
2139055632, 2139057402
2139055629, 2139057400
2139055626, 2139057398
2139055623, 2139057396
2139055621, 2139057393
2139055618, 2139057391
2139055615, 2139057389
2139055612, 2139057386
2139055610, 2139057384
2139055607, 2139057382
2139055604, 2139057380
2139055601, 2139057377
2139055598, 2139057375
2139055596, 2139057373
2139055593, 2139057370
2139055590, 2139057368
2139055588, 2139057366
2139055585, 2139057364
2139055582, 2139057361
2139055579, 2139057359
2139055577, 2139057357
2139055574, 2139057355
2139055571, 2139057352
2139055568, 2139057350
2139055566, 2139057348
2139055563, 2139057345
2139055560, 2139057343
2139055557, 2139057341
2139055554, 2139057339
2139055552, 2139057336
2139055549, 2139057334
2139055546, 2139057332
2139055544, 2139057330
2139055541, 2139057327
2139055538, 2139057325
2139055535, 2139057323
2139055533, 2139057320
2139055530, 2139057318
2139055527, 2139057316
2139055524, 2139057314
2139055522, 2139057311
2139055519, 2139057309
2139055516, 2139057307
2139055513, 2139057305
2139055510, 2139057302
2139055508, 2139057300
2139055505, 2139057298
2139055502, 2139057296
2139055500, 2139057293
2139055497, 2139057291
2139055494, 2139057288
2139055491, 2139057286
2139055489, 2139057284
2139055486, 2139057282
2139055483, 2139057280
2139055480, 2139057277
2139055478, 2139057275
2139055475, 2139057272
2139055472, 2139057270
2139055469, 2139057268
2139055466, 2139057266
2139055464, 2139057263
2139055461, 2139057261
2139055458, 2139057258
2139055456, 2139057256
2139055453, 2139057254
2139055450, 2139057252
2139055447, 2139057250
2139055444, 2139057247
2139055442, 2139057245
2139055439, 2139057243
2139055436, 2139057240
2139055433, 2139057238
2139055430, 2139057236
2139055428, 2139057233
2139055425, 2139057231
2139055422, 2139057229
2139055420, 2139057226
2139055417, 2139057224
2139055414, 2139057222
2139055412, 2139057220
2139055409, 2139057217
2139055406, 2139057215
2139055403, 2139057213
2139055400, 2139057210
2139055398, 2139057208
2139055395, 2139057206
2139055392, 2139057204
2139055389, 2139057201
2139055387, 2139057199
2139055384, 2139057197
2139055381, 2139057194
2139055378, 2139057192
2139055376, 2139057190
2139055373, 2139057188
2139055370, 2139057185
2139055367, 2139057183
2139055365, 2139057181
2139055362, 2139057178
2139055359, 2139057176
2139055356, 2139057174
2139055354, 2139057172
2139055351, 2139057169
2139055348, 2139057167
2139055345, 2139057165
2139055343, 2139057162
2139055340, 2139057160
2139055337, 2139057158
2139055334, 2139057156
2139055332, 2139057153
2139055329, 2139057151
2139055326, 2139057148
2139055323, 2139057146
2139055321, 2139057144
2139055318, 2139057142
2139055315, 2139057139
2139055312, 2139057137
2139055310, 2139057135
2139055307, 2139057132
2139055304, 2139057130
2139055301, 2139057128
2139055298, 2139057125
2139055296, 2139057123
2139055293, 2139057121
2139055290, 2139057118
2139055288, 2139057116
2139055285, 2139057114
2139055282, 2139057112
2139055279, 2139057109
2139055276, 2139057107
2139055274, 2139057105
2139055271, 2139057102
2139055268, 2139057100
2139055266, 2139057098
2139055263, 2139057096
2139055260, 2139057093
2139055257, 2139057091
2139055254, 2139057089
2139055252, 2139057086
2139055249, 2139057084
2139055246, 2139057082
2139055244, 2139057080
2139055241, 2139057077
2139055238, 2139057075
2139055235, 2139057072
2139055233, 2139057070
2139055230, 2139057068
2139055227, 2139057065
2139055224, 2139057063
2139055222, 2139057061
2139055219, 2139057059
2139055216, 2139057056
2139055213, 2139057054
2139055210, 2139057052
2139055208, 2139057049
2139055205, 2139057047
2139055202, 2139057045
2139055200, 2139057042
2139055197, 2139057040
2139055194, 2139057038
2139055191, 2139057036
2139055189, 2139057033
2139055186, 2139057031
2139055183, 2139057029
2139055180, 2139057026
2139055178, 2139057024
2139055175, 2139057022
2139055172, 2139057020
2139055169, 2139057017
2139055167, 2139057015
2139055164, 2139057013
2139055161, 2139057010
2139055158, 2139057008
2139055156, 2139057006
2139055153, 2139057004
2139055150, 2139057001
2139055148, 2139056999
2139055145, 2139056996
2139055142, 2139056994
2139055139, 2139056992
2139055137, 2139056989
2139055134, 2139056987
